id_pedido,data_venda,id_cliente,cliente,segmento,regiao,uf,id_produto,produto,categoria,canal_venda,vendedor,forma_pagamento,quantidade,preco_unitario,desconto_pct,receita_bruta,valor_desconto,receita_liquida,custo_total,lucro,status_pedido,prazo_entrega_dias,avaliacao_cliente
V00121,2025-04-16,C003,Casa Norte,B2C,Norte,AM,P008,Webcam Full HD,Acessórios,Loja Física,Fernanda Rocha,Boleto,1,219.66,0.0,219.66,0.0,219.66,98.37,121.29,Concluída,4,2.0
V00122,2026-03-28,C008,Prime Atacado,B2B,Sul,RS,P008,Webcam Full HD,Acessórios,Representante,Bruno Lima,Cartão Crédito,10,212.2,0.03,2122.0,63.66,2058.34,838.9,1219.44,Concluida,3,5.0
V00123,2025-04-27,C005,E-commerce Livre,B2C,Sudeste ,RJ,P008,Webcam Full HD,Acessórios,Loja Física,Diego Alves,Transferência,1,197.81,0.0,197.81,0.0,197.81,90.45,107.36,Concluída,2,5.0
V00124,2025-02-24,C002,Beta Varejo,B2B,Sudeste,MG,P010,Carregador USB-C,Telefonia,E-commerce,Bruno Lima,Boleto,2,111.69,0.0,223.38,0.0,223.38,83.34,140.04,Concluída,3,3.0
V00125,2025-05-02,C002,Beta Varejo,B2B,Sudeste,MG,P004,Monitor 24,Informática,Marketplace,Fernanda Rocha,Pix,6,986.25,0.0,5917.5,0.0,5917.5,3545.58,2371.92,Concluída,4,1.0
V00126,2026-04-07,C009,Shopping Mix,B2C,Nordeste,PE,P007,Mesa Office,Móveis,Marketplace,Carla Mendes,Transferência,1,824.86,0.05,824.86,41.24,783.62,397.7,385.92,Concluída,3,5.0
V00127,2025-03-03,C005,E-commerce Livre,B2C,Sudeste,RJ,P010,Carregador USB-C,Telefonia,Loja Física,Bruno Lima,Pix,1,101.52,0.08,101.52,8.12,93.4,39.99,53.41,Concluída,3,3.0
V00128,2025-06-10,C005,E-commerce Livre,B2C,Sudeste,RJ,P002,Mouse Wireless,Acessórios,E-commerce,Bruno Lima,Cartão Crédito,2,100.6,0.08,201.2,16.1,185.1,81.28,103.82,Concluída,5,3.0
V00129,2026-02-23,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,Marketplace,Fernanda Rocha,Transferência,2,4608.21,0.0,9216.42,0.0,9216.42,5705.88,3510.54,Concluída,2,3.0
V00130,2025-08-26,C005,E-commerce Livre,B2C,Sudeste,RJ,P001,Notebook Pro 14,Informática,ecommerce,Carla Mendes,Transferência,3,4169.4,0.1,12508.2,1250.82,11257.38,9764.34,1493.04,Concluída,3,4.0
V00131,2025-09-28,C002,Beta Varejo,B2B,Sudeste,MG,P004,Monitor 24,Informática,E-commerce,Diego Alves,Cartão Crédito,3,853.49,0.05,2560.47,128.02,2432.45,1818.45,614.0,Concluída,4,4.0
V00132,2025-06-02,C009,Shopping Mix,B2C,Nordeste,PE,P004,Monitor 24,Informática,Representante,Bruno Lima,Cartão Crédito,8,950.51,0.0,7604.08,0.0,7604.08,5252.48,2351.6,Concluída,10,5.0
V00133,2025-11-11,C001,Alfa Distribuidora,B2B,Sudeste,SP,P003,Teclado Mecânico,Acessórios,Representante,Diego Alves,Cartão Crédito,2,289.58,0.0,579.16,0.0,579.16,295.08,284.08,Concluída,3,3.0
V00134,2026-02-17,C008,Prime Atacado,B2B,Sul,RS,P005,Headset Gamer,Acessórios,Representante,Fernanda Rocha,Transferência,5,267.98,0.03,1339.9,40.2,1299.7,499.2,800.5,Concluída,2,
V00135,2025-02-10,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,Marketplace,Carla Mendes,Boleto,1,97.55,0.0,97.55,0.0,97.55,38.75,58.8,Concluída,7,3.0
V00136,2025-08-23,C001,Alfa Distribuidora,B2B,Sudeste,SP,P002,Mouse Wireless,Acessórios,Loja Física,Carla Mendes,Cartão Crédito,1,88.36,0.1,88.36,8.84,79.52,40.94,38.58,Concluída,5,5.0
V00137,2026-06-16,C003,Casa Norte,B2C,Norte,AM,P008,Webcam Full HD,Acessórios,Marketplace,Carla Mendes,Pix,1,231.25,0.0,231.25,0.0,231.25,89.01,142.24,Concluída,2,3.0
V00138,2026-05-19,C010,Tech Mais,B2C,Sudeste,SP,P007,Mesa Office,Móveis,Loja Física,Diego Alves,Boleto,4,716.21,0.05,2864.84,143.24,2721.6,1658.36,1063.24,Concluída,3,4.0
V00139,2025-11-25,C007,Loja Avenida,B2C,Centro-Oeste,GO,P006,Cadeira Ergonômica,Móveis,Loja Física,Bruno Lima,Boleto,4,1303.25,0.03,5213.0,156.39,5056.61,3499.8,1556.81,Concluída,10,5.0
V00140,2025-10-23,C007,Loja Avenida,B2C,Centro-Oeste,GO,P008,Webcam Full HD,Acessórios,Marketplace,Fernanda Rocha,Cartão Crédito,1,190.44,0.0,190.44,0.0,190.44,92.44,98.0,Concluída,4,5.0
V00141,2025-11-19,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,Representante,Carla Mendes,Cartão Crédito,2,101.61,0.0,203.22,0.0,203.22,70.94,132.28,Concluída,4,5.0
V00142,2025-01-02,C007,Loja Avenida,B2C,Centro-Oeste,GO,P009,Smartphone X,Telefonia,Marketplace,Diego Alves,Cartão Crédito,2,2671.78,0.08,5343.56,427.48,4916.08,4213.02,703.06,Concluída,3,5.0
V00143,2026-01-06,C004,Delta Store,B2B,Sul,PR,P009,Smartphone X,Telefonia,Marketplace,Diego Alves,Cartão Crédito,2,2576.41,0.1,5152.82,515.28,4637.54,3740.72,896.82,Pendente,4,3.0
V00144,2025-05-15,C004,Delta Store,B2B,Sul,PR,P005,Headset Gamer,Acessórios,Representante,Diego Alves,Transferência,3,262.09,0.05,786.27,39.31,746.96,335.52,411.44,Concluída,5,5.0
V00145,2025-09-03,C002,Beta Varejo,B2B,Sudeste,MG,P001,Notebook Pro 14,Informática,E-commerce,Carla Mendes,Cartão Crédito,2,4232.23,0.0,8464.46,0.0,8464.46,6696.46,1768.0,Pendente,2,5.0
V00146,2025-04-06,C009,Shopping Mix,B2C,Nordeste,PE,P007,Mesa Office,Móveis,E-commerce,Ana Souza,Transferência,8,732.99,0.03,5863.92,175.92,5688.0,3731.68,1956.32,Concluída,5,4.0
V00147,2026-05-26,C002,Beta Varejo,B2B,Sudeste,MG,P003,Teclado Mecânico,Acessórios,Representante,Fernanda Rocha,Boleto,8,356.36,0.1,2850.88,285.09,2565.79,1166.24,1399.55,Devolvida,7,4.0
V00148,2026-04-29,C007,Loja Avenida,B2C,Centro-Oeste,GO,P008,Webcam Full HD,Acessórios,E-commerce,Diego Alves,Pix,5,190.71,0.03,953.55,28.61,924.94,432.65,492.29,Concluída,2,5.0
V00149,2026-06-05,C007,Loja Avenida,B2C,Centro-Oeste,GO,P004,Monitor 24,Informática,E-commerce,Ana Souza,Boleto,2,942.91,0.0,1885.82,0.0,1885.82,1191.64,694.18,Concluída,7,4.0
V00150,2026-06-04,C007,Loja Avenida,B2C,Centro-Oeste,GO,P006,Cadeira Ergonômica,Móveis,Representante,Ana Souza,Boleto,3,1478.14,0.05,4434.42,221.72,4212.7,2510.64,1702.06,Concluída,7,1.0
V00151,2026-05-17,C005,E-commerce Livre,B2C,Sudeste,RJ,P010,Carregador USB-C,Telefonia,E-commerce,Diego Alves,Transferência,6,111.8,0.1,670.8,67.08,603.72,268.08,335.64,Pendente,4,5.0
V00152,2026-01-22,C006,Mercado Central,B2B,Nordeste,BA,P006,Cadeira Ergonômica,Móveis,Marketplace,Carla Mendes,Pix,2,1357.52,0.05,2715.04,135.75,2579.29,1874.44,704.85,Pendente,7,4.0
V00153,2026-01-28,C004,Delta Store,B2B,Sul,PR,P010,Carregador USB-C,Telefonia,E-commerce,Diego Alves,Cartão Crédito,2,116.85,0.0,233.7,0.0,233.7,78.96,154.74,Concluída,3,4.0
V00154,2026-01-26,C006,Mercado Central,B2B,Nordeste,BA,P008,Webcam Full HD,Acessórios,Marketplace,Bruno Lima,Transferência,1,190.94,0.0,190.94,0.0,190.94,98.8,92.14,Concluída,4,5.0
V00155,2026-05-30,C001,Alfa Distribuidora,B2B,Sudeste,SP,P003,Teclado Mecânico,Acessórios,Representante,Ana Souza,Transferência,1,354.88,0.08,354.88,28.39,326.49,135.73,190.76,Concluída,7,
V00156,2026-04-13,C002,Beta Varejo,B2B,Sudeste,MG,P009,Smartphone X,Telefonia,Loja Física,Bruno Lima,Transferência,3,2897.86,0.0,8693.58,0.0,8693.58,6524.55,2169.03,Concluída,10,5.0
V00157,2026-04-26,C003,Casa Norte,B2C,Norte,AM,P002,Mouse Wireless,Acessórios,Representante,Carla Mendes,Transferência,3,96.22,0.0,288.66,0.0,288.66,108.51,180.15,Concluída,3,5.0
V00158,2026-01-25,C002,Beta Varejo,B2B,Sudeste,MG,P006,Cadeira Ergonômica,Móveis,Representante,Diego Alves,Cartão Crédito,2,1232.18,0.15,2464.36,369.65,2094.71,1877.6,217.11,Pendente,15,3.0
V00159,2025-08-29,C010,Tech Mais,B2C,Sudeste,SP,P002,Mouse Wireless,Acessórios,Representante,Bruno Lima,Cartão Crédito,2,101.35,0.05,202.7,10.14,192.56,72.02,120.54,Cancelada,3,3.0
V00160,2025-04-13,C007,Loja Avenida,B2C,Centro-Oeste,GO,P002,Mouse Wireless,Acessórios,Marketplace,Bruno Lima,Boleto,3,97.89,0.03,293.67,8.81,284.86,106.77,178.09,Devolvida,3,3.0
V00161,2025-11-29,C001,Alfa Distribuidora,B2B,Sudeste,SP,P001,Notebook Pro 14,Informática,Loja Física,Carla Mendes,Boleto,6,4663.02,0.08,27978.12,2238.25,25739.87,19502.52,6237.35,Concluída,5,2.0
V00162,2025-05-30,C006,Mercado Central,B2B,Nordeste,BA,P007,Mesa Office,Móveis,E-commerce,Fernanda Rocha,Transferência,2,765.95,0.0,1531.9,0.0,1531.9,903.18,628.72,Concluída,2,3.0
V00163,2025-06-24,C010,Tech Mais,B2C,Sudeste,SP,P003,Teclado Mecânico,Acessórios,E-commerce,Ana Souza,,4,293.36,0.08,1173.44,93.88,1079.56,585.28,494.28,Concluída,5,5.0
V00164,2026-05-25,C010,Tech Mais,B2C,Sudeste,SP,P004,Monitor 24,Informática,E-commerce,,Transferência,2,933.76,0.03,1867.52,56.03,1811.49,1181.04,630.45,Devolvida,7,5.0
V00165,2025-09-19,C005,E-commerce Livre,B2C,Sudeste,RJ,P008,Webcam Full HD,Acessórios,Loja Física,Diego Alves,Boleto,6,229.07,0.05,1374.42,68.72,1305.7,578.16,727.54,Concluída,5,5.0
V00166,2025-03-17,C009,Shopping Mix,B2C,Nordeste,PE,P003,Teclado Mecânico,Acessórios,Marketplace,Carla Mendes,Boleto,4,299.17,0.1,1196.68,119.67,1077.01,624.64,452.37,Concluída,7,3.0
V00167,2026-04-13,C007,Loja Avenida,B2C,Centro-Oeste,GO,P005,Headset Gamer,Acessórios,Representante,Bruno Lima,Transferência,2,255.26,0.0,510.52,0.0,510.52,224.12,286.4,Cancelada,4,1.0
V00168,2025-08-31,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,Marketplace,Fernanda Rocha,Boleto,2,98.39,0.15,196.78,29.52,167.26,78.56,88.7,Concluída,5,4.0
V00169,2025-10-30,C010,Tech Mais,B2C,Sudeste,SP,P005,Headset Gamer,Acessórios,Loja Física,Diego Alves,Boleto,5,221.65,0.08,1108.25,88.66,1019.59,534.15,485.44,Pendente,4,5.0
V00170,2025-02-20,C001,Alfa Distribuidora,B2B,Sudeste,SP,P010,Carregador USB-C,Telefonia,Marketplace,Carla Mendes,Pix,8,101.48,0.1,811.84,81.18,730.66,350.72,379.94,Concluída,4,5.0
V00171,2025-08-13,C010,Tech Mais,B2C,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,E-commerce,Fernanda Rocha,Boleto,1,1387.9,0.0,1387.9,0.0,1387.9,897.64,490.26,Concluída,7,
V00172,2025-02-10,C003,Casa Norte,B2C,Norte,AM,P002,Mouse Wireless,Acessórios,Representante,Diego Alves,Cartão Crédito,10,101.17,0.0,1011.7,0.0,1011.7,401.5,610.2,Concluída,2,4.0
V00173,2025-05-15,C010,Tech Mais,B2C,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,Loja Física,Carla Mendes,Boleto,3,1443.81,0.05,4331.43,216.57,4114.86,2610.69,1504.17,Concluída,15,4.0
V00174,2025-07-25,C007,Loja Avenida,B2C,Centro-Oeste,GO,P003,Teclado Mecânico,Acessórios,E-commerce,Fernanda Rocha,Boleto,2,299.52,0.08,599.04,47.92,551.12,303.02,248.1,Concluída,2,5.0
V00175,2025-10-07,C009,Shopping Mix,B2C,Nordeste,PE,P009,Smartphone X,Telefonia,E-commerce,Carla Mendes,Transferência,4,2688.33,0.1,10753.32,1075.33,9677.99,7501.76,2176.23,Concluída,10,4.0
V00176,2025-04-28,C005,E-commerce Livre,B2C,Sudeste,RJ,P006,Cadeira Ergonômica,Móveis,Marketplace,Ana Souza,Pix,3,1333.09,0.0,3999.27,0.0,3999.27,2863.47,1135.8,Concluída,10,3.0
V00177,2026-01-10,C004,Delta Store,B2B,Sul,PR,P007,Mesa Office,Móveis,Loja Física,Diego Alves,Cartão Crédito,1,707.34,0.05,707.34,35.37,671.97,424.12,247.85,Devolvida,4,
V00178,2025-05-07,C005,E-commerce Livre,B2C,Sudeste,RJ,P009,Smartphone X,Telefonia,Marketplace,Carla Mendes,Boleto,1,3055.07,0.08,3055.07,244.41,2810.66,2096.36,714.3,Cancelada,7,5.0
V00179,2026-01-16,C010,Tech Mais,B2C,Sudeste,SP,P007,Mesa Office,Móveis,Loja Física,Bruno Lima,Transferência,1,707.58,0.1,707.58,70.76,636.82,443.33,193.49,Cancelada,4,3.0
V00180,2025-12-02,C001,Alfa Distribuidora,B2B,Sudeste,SP,P010,Carregador USB-C,Telefonia,E-commerce,Ana Souza,Transferência,1,115.59,0.0,115.59,0.0,115.59,40.16,75.43,Concluída,2,5.0
V00181,2025-04-30,C005,E-commerce Livre,B2C,Sudeste,RJ,P007,Mesa Office,Móveis,E-commerce,Ana Souza,Cartão Crédito,2,838.86,0.0,1677.72,0.0,1677.72,861.66,816.06,Concluída,2,4.0
V00182,2025-04-29,C005,E-commerce Livre,B2C,Sudeste,RJ,P008,Webcam Full HD,Acessórios,Loja Física,,Pix,3,216.72,0.0,650.16,0.0,650.16,282.18,367.98,Devolvida,7,2.0
V00183,2026-01-15,C007,Loja Avenida,B2C,Centro-Oeste,,P008,Webcam Full HD,Acessórios,Marketplace,Fernanda Rocha,Pix,3,193.85,0.0,581.55,0.0,581.55,296.34,285.21,Concluída,4,5.0
V00184,2026-05-17,C007,Loja Avenida,B2C,Centro-Oeste,GO,P002,Mouse Wireless,Acessórios,Marketplace,Carla Mendes,Cartão Crédito,4,97.2,0.0,388.8,0.0,388.8,148.76,240.04,Concluída,2,4.0
V00185,2026-03-31,C006,Mercado Central,B2B,Nordeste,BA,P004,Monitor 24,Informática,Marketplace,Bruno Lima,Boleto,1,816.39,0.0,816.39,0.0,816.39,575.77,240.62,Concluída,5,5.0
V00186,2026-01-03,C002,Beta Varejo,B2B,Sudeste,MG,P006,Cadeira Ergonômica,Móveis,Loja Física,Diego Alves,Boleto,1,1264.74,0.0,1264.74,0.0,1264.74,900.06,364.68,Concluída,2,
V00187,2026-04-11,C004,Delta Store,B2B,Sul,PR,P002,Mouse Wireless,Acessórios,Loja Física,Bruno Lima,Cartão Crédito,1,96.81,0.05,96.81,4.84,91.97,40.92,51.05,Concluída,7,4.0
V00188,2025-09-07,C001,Alfa Distribuidora,B2B,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,E-commerce,,Pix,5,1238.79,0.1,6193.95,619.4,5574.55,4430.75,1143.8,Cancelada,4,5.0
V00189,2025-08-01,C002,Beta Varejo,B2B,Sudeste,MG,P009,Smartphone X,Telefonia,E-commerce,Bruno Lima,Boleto,3,2970.66,0.0,8911.98,0.0,8911.98,5529.33,3382.65,Concluída,3,5.0
V00190,2025-01-03,C003,Casa Norte,B2C,Norte,AM,P010,Carregador USB-C,Telefonia,Representante,Bruno Lima,Pix,1,122.62,0.0,122.62,0.0,122.62,40.02,82.6,Cancelada,5,4.0
V00191,2025-06-28,C009,Shopping Mix,B2C,Nordeste,PE,P005,Headset Gamer,Acessórios,Loja Física,Ana Souza,Pix,3,253.97,0.0,761.91,0.0,761.91,346.29,415.62,Pendente,5,3.0
V00192,2025-09-01,C001,Alfa Distribuidora,B2B,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,Representante,Ana Souza,Pix,4,1236.44,0.0,4945.76,0.0,4945.76,3363.0,1582.76,Concluída,7,5.0
V00193,2025-05-10,C005,E-commerce Livre,B2C,Sudeste,RJ,P001,Notebook Pro 14,Informática,Marketplace,Fernanda Rocha,,4,4173.16,0.0,16692.64,0.0,16692.64,12038.8,4653.84,Pendente,2,5.0
V00194,2026-04-05,C002,Beta Varejo,B2B,Sudeste,MG,P008,Webcam Full HD,Acessórios,ecommerce,Fernanda Rocha,Cartão Crédito,3,209.26,0.05,627.78,31.39,596.39,272.04,324.35,Devolvida,10,4.0
V00195,2025-08-15,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,Loja Física,Fernanda Rocha,Boleto,2,2884.89,0.1,5769.78,576.98,5192.8,3793.36,1399.44,Concluída,5,5.0
V00196,2025-03-04,C008,Prime Atacado,B2B,Sul,RS,P001,Notebook Pro 14,Informática,Marketplace,Diego Alves,Transferência,1,4441.42,0.1,4441.42,444.14,3997.28,2904.65,1092.63,Concluída,15,3.0
V00197,2026-03-31,C002,Beta Varejo,B2B,Sudeste,MG,P008,Webcam Full HD,Acessórios,Loja Física,Ana Souza,Boleto,6,211.74,0.0,1270.44,0.0,1270.44,581.46,688.98,Concluída,4,4.0
V00198,2025-03-09,C010,Tech Mais,B2C,Sudeste,SP,P003,Teclado Mecânico,Acessórios,E-commerce,Carla Mendes,Boleto,3,299.51,0.0,898.53,0.0,898.53,476.1,422.43,Concluída,5,4.0
V00199,2026-06-28,C007,Loja Avenida,B2C,Centro-Oeste,GO,P010,Carregador USB-C,Telefonia,Representante,Diego Alves,Transferência,5,102.17,0.15,510.85,76.63,434.22,210.35,223.87,Concluída,2,3.0
V00200,2025-08-09,C002,Beta Varejo,B2B,Sudeste,MG,P002,Mouse Wireless,Acessórios,Marketplace,Diego Alves,Pix,3,92.54,0.08,277.62,22.21,255.41,113.73,141.68,Concluída,5,5.0
V00201,2026-04-10,C007,Loja Avenida,B2C,Centro-Oeste,GO,P006,Cadeira Ergonômica,Móveis,Marketplace,Diego Alves,Cartão Crédito,1,1264.78,0.0,1264.78,0.0,1264.78,915.72,349.06,Concluída,4,5.0
V00202,2025-11-17,C006,Mercado Central,B2B,Nordeste,BA,P007,Mesa Office,Móveis,Representante,Carla Mendes,Pix,5,802.45,0.08,4012.25,320.98,3691.27,2057.65,1633.62,Concluída,3,2.0
V00203,2025-04-04,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,Loja Física,Ana Souza,Transferência,3,105.08,0.0,315.24,0.0,315.24,107.4,207.84,Concluída,10,4.0
V00204,2025-05-14,C002,Beta Varejo,B2B,Sudeste,MG,P006,Cadeira Ergonômica,Móveis,Loja Física,Fernanda Rocha,Boleto,3,1227.35,0.0,3682.05,0.0,3682.05,2864.73,817.32,Pendente,2,
V00205,2025-12-29,C002,Beta Varejo,B2B,Sudeste,MG,P007,Mesa Office,Móveis,Marketplace,Ana Souza,Boleto,3,850.93,0.03,2552.79,76.58,2476.21,1306.53,1169.68,Concluída,5,3.0
V00206,2025-12-27,C010,Tech Mais,B2C,Sudeste,SP,P005,Headset Gamer,Acessórios,Loja Física,Fernanda Rocha,Pix,1,232.26,0.05,232.26,11.61,220.65,100.42,120.23,Concluída,15,3.0
V00207,2025-08-18,C003,Casa Norte,B2C,Norte,AM,P008,Webcam Full HD,Acessórios,Loja Física,Carla Mendes,Boleto,4,209.5,0.08,838.0,67.04,770.96,342.68,428.28,Concluída,7,
V00208,2025-08-20,C002,Beta Varejo,B2B,Sudeste,MG,P005,Headset Gamer,Acessórios,Marketplace,Fernanda Rocha,Cartão Crédito,4,242.25,0.05,969.0,48.45,920.55,452.08,468.47,Concluída,2,
V00209,2025-01-30,C010,Tech Mais,B2C,Sudeste,SP,P005,Headset Gamer,Acessórios,E-commerce,Carla Mendes,Boleto,4,251.72,0.0,1006.88,0.0,1006.88,436.2,570.68,Concluída,5,3.0
V00210,2025-01-07,C006,Mercado Central,B2B,Nordeste,BA,P006,Cadeira Ergonômica,Móveis,E-commerce,Bruno Lima,Transferência,4,1511.83,0.0,6047.32,0.0,6047.32,3813.72,2233.6,Concluída,7,5.0
V00211,2025-02-01,C002,Beta Varejo,B2B,Sudeste,MG,P003,Teclado Mecânico,Acessórios,Loja Física,Fernanda Rocha,Pix,3,339.99,0.08,1019.97,81.6,938.37,431.85,506.52,Concluída,5,5.0
V00212,2026-04-10,C007,Loja Avenida,B2C,Centro-Oeste,GO,P007,Mesa Office,Móveis,Representante,Bruno Lima,Boleto,5,838.9,0.0,4194.5,0.0,4194.5,2294.5,1900.0,Concluída,5,1.0
V00213,2025-03-28,C005,E-commerce Livre,B2C,Sudeste,RJ,P006,Cadeira Ergonômica,Móveis,Loja Física,Bruno Lima,Pix,2,1323.84,0.0,2647.68,0.0,2647.68,1818.62,829.06,Concluída,4,4.0
V00214,2025-03-25,C010,Tech Mais,B2C,Sudeste,SP,P001,Notebook Pro 14,Informática,Representante,Diego Alves,Transferência,2,3990.0,0.0,7980.0,0.0,7980.0,6274.58,1705.42,Concluída,5,4.0
V00215,2026-03-29,C008,Prime Atacado,B2B,Sul,RS,P010,Carregador USB-C,Telefonia,Marketplace,Carla Mendes,Pix,2,119.89,0.03,239.78,7.19,232.59,84.52,148.07,Concluída,4,4.0
V00216,2025-12-20,C009,Shopping Mix,B2C,Nordeste,PE,P002,Mouse Wireless,Acessórios,Marketplace,Ana Souza,Boleto,2,97.63,0.03,195.26,5.86,189.4,78.24,111.16,Concluida,7,5.0
V00217,2026-06-24,C010,Tech Mais,B2C,Sudeste,SP,P008,Webcam Full HD,Acessórios,Representante,Ana Souza,Pix,8,189.84,0.0,1518.72,0.0,1518.72,663.36,855.36,Concluída,10,4.0
V00218,2025-02-26,C007,Loja Avenida,B2C,Centro-Oeste,GO,P010,Carregador USB-C,Telefonia,Loja Física,Bruno Lima,Boleto,8,100.46,0.1,803.68,80.37,723.31,330.4,392.91,Concluída,4,4.0
V00219,2025-09-19,C004,Delta Store,B2B,Sul,PR,P003,Teclado Mecânico,Acessórios,Representante,Carla Mendes,Cartão Crédito,2,309.63,0.08,619.26,49.54,569.72,294.94,274.78,Concluída,5,5.0
V00220,2026-03-17,C001,Alfa Distribuidora,B2B,Sudeste,SP,P008,Webcam Full HD,Acessórios,E-commerce,Bruno Lima,Transferência,2,208.11,0.0,416.22,0.0,416.22,171.46,244.76,Concluída,3,4.0
V00221,2026-05-28,C009,Shopping Mix,B2C,Nordeste,PE,P004,Monitor 24,Informática,Representante,Ana Souza,Transferência,4,821.93,0.03,3287.72,98.63,3189.09,2357.48,831.61,Pendente,4,5.0
V00222,2025-01-20,C001,Alfa Distribuidora,B2B,Sudeste,SP,P007,Mesa Office,Móveis,Marketplace,Ana Souza,Boleto,3,709.45,0.05,2128.35,106.42,2021.93,1407.72,614.21,Concluída,7,5.0
V00223,2026-02-19,C010,Tech Mais,B2C,Sudeste,SP,P007,Mesa Office,Móveis,Marketplace,Carla Mendes,Cartão Crédito,1,738.39,0.05,738.39,36.92,701.47,427.41,274.06,Cancelada,10,4.0
V00224,2025-11-29,C007,Loja Avenida,B2C,Centro-Oeste,GO,P001,Notebook Pro 14,Informática,E-commerce,Fernanda Rocha,Transferência,1,4501.21,0.0,4501.21,0.0,4501.21,3257.62,1243.59,Concluída,5,3.0
V00225,2026-03-24,C006,Mercado Central,B2B,Nordeste,BA,P002,Mouse Wireless,Acessórios,Loja Física,Bruno Lima,Transferência,3,94.94,0.03,284.82,8.54,276.28,108.33,167.95,Concluida,7,3.0
V00226,2026-06-21,C010,Tech Mais,B2C,Sudeste,SP,P007,Mesa Office,Móveis,Loja Física,Diego Alves,Boleto,1,706.06,0.05,706.06,35.3,670.76,442.59,228.17,Concluída,3,4.0
V00227,2025-12-08,C006,Mercado Central,B2B,Nordeste,,P004,Monitor 24,Informática,E-commerce,Ana Souza,Cartão Crédito,3,898.27,0.15,2694.81,404.22,2290.59,1728.54,562.05,Concluída,4,4.0
V00228,2025-07-18,C009,Shopping Mix,B2C,Nordeste,PE,P009,Smartphone X,Telefonia,Representante,Carla Mendes,Pix,4,2946.54,0.15,11786.16,1767.92,10018.24,7469.44,2548.8,Concluída,7,5.0
V00229,2025-05-30,C004,Delta Store,B2B,Sul,PR,P002,Mouse Wireless,Acessórios,Representante,Bruno Lima,Pix,2,87.16,0.0,174.32,0.0,174.32,82.16,92.16,Concluída,4,3.0
V00230,2025-03-19,C010,Tech Mais,B2C,Sudeste,SP,P003,Teclado Mecânico,Acessórios,E-commerce,Diego Alves,Transferência,2,292.89,0.03,585.78,17.57,568.21,270.32,297.89,Cancelada,3,4.0
V00231,2026-04-05,C010,Tech Mais,B2C,Sudeste,SP,P010,Carregador USB-C,Telefonia,Representante,Carla Mendes,Pix,6,114.75,0.03,688.5,20.65,667.85,246.54,421.31,Concluída,5,
V00232,2026-04-26,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,Marketplace,Carla Mendes,Boleto,4,97.16,0.05,388.64,19.43,369.21,152.56,216.65,Concluída,5,
V00233,2025-12-27,C010,Tech Mais,B2C,Sudeste,SP,P001,Notebook Pro 14,Informática,Loja Física,Carla Mendes,Transferência,1,4417.56,0.0,4417.56,0.0,4417.56,3100.17,1317.39,Concluída,4,5.0
V00234,2025-02-28,C008,Prime Atacado,B2B,Sudeste ,RS,P001,Notebook Pro 14,Informática,Representante,Carla Mendes,Cartão Crédito,2,4394.38,0.08,8788.76,703.1,8085.66,6630.04,1455.62,Concluída,4,3.0
V00235,2026-06-04,C002,Beta Varejo,B2B,Sudeste,MG,P010,Carregador USB-C,Telefonia,Marketplace,Diego Alves,Cartão Crédito,10,121.43,0.03,1214.3,36.43,1177.87,450.1,727.77,Concluída,5,2.0
V00236,2025-07-12,C008,Prime Atacado,B2B,Sul,RS,P010,Carregador USB-C,Telefonia,Representante,Fernanda Rocha,Transferência,4,102.09,0.08,408.36,32.67,375.69,178.2,197.49,Concluída,2,4.0
V00237,2025-03-05,C009,Shopping Mix,B2C,Nordeste,PE,P003,Teclado Mecânico,Acessórios,ecommerce,Ana Souza,Boleto,2,313.35,0.0,626.7,0.0,626.7,315.7,311.0,Concluída,4,4.0
V00238,2025-06-26,C002,Beta Varejo,B2B,Sudeste,MG,P009,Smartphone X,Telefonia,Loja Física,Bruno Lima,Transferência,2,2889.97,0.03,5779.94,173.4,5606.54,4298.54,1308.0,Concluída,15,5.0
V00239,2026-06-20,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,ecommerce,Carla Mendes,Boleto,1,3093.25,0.0,3093.25,0.0,3093.25,2112.94,980.31,Concluída,7,5.0
V00240,2026-02-23,C005,E-commerce Livre,B2C,Sudeste,RJ,P007,Mesa Office,Móveis,Representante,Fernanda Rocha,Cartão Crédito,5,837.57,0.0,4187.85,0.0,4187.85,2009.3,2178.55,Concluída,3,5.0
V00241,2025-12-04,C006,Mercado Central,B2B,Nordeste,BA,P002,Mouse Wireless,Acessórios,Loja Física,Fernanda Rocha,Transferência,2,105.89,0.05,211.78,10.59,201.19,81.18,120.01,Concluída,7,
